שם הסוגיה,מספר חוקים
"סמכות הרבנות הראשית בהגדרת חילול מקומות קדושים",1
"סמכות הרבנות הראשית במקומות הקדושים",1
"סמכות הרחבת זכויות נכי צהל בתקנות",1
"סמכות הרחקה של מבקשי מקלט ופליטים עם סיום מצב לחימה במדינת מוצאם",1
"סמכות הריסת בתי מחבלים וסדרי דין מנהליים",1
"סמכות הרשויות המקומיות על פתיחת עסקים בימי מנוחה",1
"סמכות הרשם לסרב רישום קבלן או לנקוט אמצעי משמעת בהenססת המלצת משטרה",1
"סמכות השעיית הנהלה ומינוי מנהל מיוחד בשעת חירום",1
"סמכות השר למינוי קצינים בכירים במשטרה",1
"סמכות התערבות הממשלה בנושאים בעלי חשיבות לאומית",1
"סמכות התקנת תקנות ואישור פרלמנטרי לסל קליטה",1
"סמכות ועדות מקומיות לאישור יחידות דיור בגליל ובנגב",1
"סמכות ועדות מקומיות לאישור יחידות דיור בנגב ובגליל",1
"סמכות ועדת האתיקה להטיל סנקציות על שרים בשל אי-מסירת מידע ומענה לשאילתות",1
"סמכות חדירה למחשב וצווי חיפוש באכיפה מנהלית ופלילית",1
"סמכות חיפוש מנהלית בסביבת בתי סוהר",1
"סמכות חיפוש סמוי בחומר מחשב",1
"סמכות חנינה לאסירי עולם ביטחוניים",1
"סמכות חסימת אתרים בגין הונאות אמצעי תשלום",1
"סמכות חקירת תובעים בידי מח""ש",1
"סמכות יוזמת איחוד תיקים וצו תשלומים על ידי רשם",1
"סמכות ייעוץ לוועדת חריגים על דרישות ייבוא מחמירות בתחום התמרוקים",1
"סמכות ירי לנטרול איום בקו עימות",1
"סמכות כניסה לחצרים ושימוש בכוח כלפי מפרי תנאי עבודות שירות",1
"סמכות להוצאת צווי מעצר והגבלה מנהליים בידי השר לביטחון לאומי ומשטרת ישראל",1
"סמכות להטלת צווי הגבלה מינהליים",1
"סמכות להטלת צווי הגבלה על סרבני גט",1
"סמכות להקמת ועדות בדיקה לאירועים חריגים בבריאות הנפש",1
"סמכות להקמת ועדות בדיקה לאירועים חריגים בפסיכיאטריה",1
"סמכות לסטייה מהתאמת דת באימוץ ילדים",1
"סמכות לקביעת רשימת מוצרים ושירותים חיוניים בחירום",1
"סמכות לקביעת שכר מינימום ענפי לנהגי תחבורה ציבורית",1
"סמכות מוסד רפואי להגבלת הכנסת מזון וחמץ בפסח",1
"סמכות מורשה להיתר בבקשות הכוללות סטייה מתוכנית",1
"סמכות ממשלה חדשה להפסקת כהונת נושאי משרה בכירים",1
"סמכות מעצרים וצווי הגבלה מינהליים לשר לביטחון לאומי",1
"סמכות מרשם קנאביס רפואי והמשך טיפול",1
"סמכות משטרה וצהל לדרוש מסמכים, מידע רפואי ודגימות לצורך זיהוי",1
"סמכות משטרת ישראל לפתוח בחקירת הסתה לטרור ללא אישור",1
"סמכות מתן היתרים לעבודה בשבת",1
"סמכות מתן פטור ממכרז לשירותי חינוך ייחודיים",1
"סמכות מתן צו הפסקה מנהלי לחברות אבטחה",1
"סמכות נלווית של בתי דין רבניים באכיפה ופרשנות של הסכמים ופסקי דין",1
"סמכות נציב קבילות הציבור מול הליכי בוררות פנימיים בקופות חולים",1
"סמכות נציב קבילות הציבור מול הליכי בוררות פנימיים בקופת חולים",1
"סמכות נציבות שוויון ההזדמנויות בעבודה לתת חוות דעת בתיקי הטרדה מינית",1
"סמכות סירוב לאישור העסקה ורישיון הוראה לבעלי תואר אקדמי מהרשות הפלסטינית",1
"סמכות עדכון רשימת התעודות המחויבות בתרגום",1
"סמכות עיכוב אזרחית, שימוש בכוח וחסינות פלילית בלכידת מחבל",1
"סמכות עיכוב ביצוע צווי הריסה למבנים בהליכי תכנון",1
"סמכות עיכוב הליכי גבייה עם הגשת בקשה לצו לפתיחת הליכים",1
"סמכות עצירת יבוא בשל הפרת אמון",1
"סמכות עצירת שידור חי בדיונים רגישים",1
"סמכות עצירת שידורים לגוף שידורים זר",1
"סמכות עצירת שידורים לגופי ממשלה",1
"סמכות פיטורי עובדי הוראה בידי מנכ""ל משרד החינוך",1
"סמכות פיטורים מנהלית של עובדי הוראה בשל פגיעה בקטינים",1
"סמכות פיקוח מקבילה לרשות לאיסור הלבנת הון על נותני שירותים פיננסיים",1
"סמכות פיקוח מקבילה על נותני שירותים פיננסיים",1
"סמכות פיקוח עירוני על מקלטים משותפים",1
"סמכות קביעת אורח חיים בחינוך ממלכתי-דתי",1
"סמכות קביעת איות שמות מקומות ציבוריים בערבית",1
"סמכות קביעת דמי חבר בלשכת עורכי הדין",1
"סמכות רבני עיר לבצע גיור ולהנפיק אישורי המרת דת",1
"סמכות רבני עיר לבצע הליכי גיור",1
"סמכות רבני עיר לעסוק בגיור קטינים",1
"סמכות רבנים מקומיים וראשי ישיבות לערוך גיורים",1
"סמכות רשויות מקומיות בהעסקת עובדים משטחי הרשות הפלסטינית",1
"סמכות רשויות מקומיות בקביעת שפות תמרורים",1
"סמכות רשות העתיקות ביהודה והשומרון",1
"סמכות רת״א לאשר כשירות אווירית לכלי טיס של צבא זר",1
"סמכות שוטר לדרוש בדיקת אלכוהול וסמים ללא חשד מוקדם",1
"סמכות שוטר לדרוש בדיקת שכרות וסמים ללא חשד מוקדם",1
"סמכות שימוש במערכות צילום ביומטריות במרחב הציבורי",1
"סמכות שיפוט בגירושין אזרחיים",1
"סמכות שיפוט בסכסוכי עוסק זעיר",1
"סמכות שיפוט בתי דין רבניים בעניינים אזרחיים בהסכמה",1
"סמכות שיפוט מקומית על חברות זרות",1
"סמכות שיפוט צבאי בעבירות מין לאחר שחרור",1
"סמכות שיפוטית להסרת תכנים פוגעניים מהאינטרנט",1
"סמכות שר הפנים לסרב מתן דרכון ראשון לעולה חדש שטרם השתקע",1
"סמכות תפיסה וחילוט של מזומן הנמצא ברשות תושב זר החשוד בעבירה",1
"סמכות תפיסת בעל חיים במקום מגורים ללא צו",1
"סמכות תפיסת חזקה במקרקעין שהוחזקו בידי אונר""א",1
"סמכות תפיסת חזקה במקרקעין שהוחזקו על ידי אונר״א",1
"סמכות תפיסת חזקה מנהלית במקרקעין",1
"סנכרון רמזורים בפנייה ימינה והולכי רגל",1
"סנקציה כלכלית של מניעת השתתפות במכרזים ציבוריים למורשעים בתקיפת כוחות ביטחון",1
"סנקציה כספית בגין אי-הגשת דיווח שנתי והקצאתה לשיקום נכים",1
"סנקציות ואכיפה בגין הפרת הסדרי שהות",1
"סנקציות ואמצעים במקרה של הפרת הסדר הורות",1
"סנקציות ומגבלות כניסה עקב הפרת תנאי עזיבה",1
"סנקציות ומניעת כניסה בשל הפרת תנאי עזיבה מרצון",1
"סנקציות ועיקור כפוי בגין זיווג או מכירה בניגוד לחוק",1
"סנקציות כספיות ומניעת כניסה בשל הפרת תנאי עזיבה מחבל עזה",1
"סנקציות נגד גופים המסייעים לבית הדין הבין-לאומי",1
"סנקציות על אי-התייצבות ומסירת מידע לוועדות הכנסת",1
"סנקציות על אי-שירות צבאי או אזרחי",1
"סנקציות על איחור בהגשת תקציב המדינה",1
"סנקציות על חברי כנסת המסרבים להצהיר אמונים",1
"סנקציות על מוסדות פיננסיים בשל זיקה למימון טרור",1
"סנקציות על מכירת מוצרי עישון ללא היתר",1
"סנקציות על עובדי ציבור ושרי ממשלה בגין אי-התייצבות ואי-מסירת מידע לוועדות הכנסת",1
"סנקציות על קופות גמל בגין עיכוב העברת פיצויי פיטורים",1
"סנקציות על קופות גמל בגין עיכוב תשלום פיצויי פיטורים",1
"סנקציות על שימוש לרעה בהליכי משפט בלשון הרע",1
"סנקציות תקציביות בגין הפרדה מגדרית במוסדות ציבוריים",1
"סנקציות תקציביות על מוסדות חינוך בגין אי הנפת דגל המדינה",1
"סנקציות תקציביות על מוסדות חינוך מפלים",1
